id,cnn_score,energy
57633.000,0.037,2616.069
66476.000,0.027,1095.454
648118.000,0.039,2167.465
902868.000,0.023,2901.269
531406.000,0.008,2613.896
434337.000,0.029,1004.170
944564.000,0.002,2298.637
251487.000,0.264,1748.833
741495.000,0.079,1465.438
678321.000,0.133,2614.984
668760.000,0.036,1935.075
412946.000,0.079,1682.600
575609.000,0.039,2113.900
625702.000,0.027,1078.092
529838.000,0.002,2614.111
1005006.000,0.333,2227.437
303779.000,0.001,2614.125
386634.000,0.046,2290.539
119193.000,0.237,1787.981
894879.000,0.740,2613.888
386707.000,0.135,1955.852
267170.000,0.311,1168.813
943344.000,0.002,2440.511
131660.000,0.517,1617.809
732199.000,0.149,1374.964
203069.000,0.323,1442.188
80782.000,0.128,1985.866
310486.000,0.878,2282.443
559073.000,0.000,2469.924
314923.000,0.378,1966.448
598026.000,0.291,2210.853
774350.000,0.034,2403.380
288082.000,0.550,2252.572
88517.000,0.017,1619.934
91695.000,0.285,2150.496
511388.000,0.002,2430.036
1023966.000,0.189,1132.861
433345.000,0.060,2224.915
939577.000,0.047,2374.534
909729.000,0.866,1385.503
383132.000,0.146,1529.367
461871.000,0.557,1415.757
499292.000,0.493,1871.391
206803.000,0.018,1911.964
563018.000,0.182,1593.396
397105.000,0.080,1114.303
647953.000,0.000,1416.868
609447.000,0.354,1812.706
308362.000,0.033,2103.080
1028101.000,0.159,1394.640
493884.000,0.081,2055.782
467197.000,0.047,2093.183
37587.000,0.913,1531.902
160138.000,0.346,1695.907
851132.000,0.021,1909.404
115211.000,0.101,2230.566
387894.000,0.541,1424.848
576086.000,0.011,2442.572
818840.000,0.017,2614.085
678164.000,0.415,1667.098
177665.000,0.157,2050.505
188760.000,0.004,1077.959
804989.000,0.023,1830.255
883232.000,0.427,2338.965
384091.000,0.041,2297.022
623604.000,0.265,1855.731
934858.000,0.021,2612.164
471233.000,0.005,2614.723
501279.000,0.069,2001.306
377871.000,0.044,2474.102
601280.000,0.008,2028.801
728283.000,0.028,2106.084
920642.000,0.494,1633.469
191167.000,0.011,1613.105
161072.000,0.362,2562.938
855223.000,0.095,2521.542
709895.000,0.524,2159.982
301090.000,0.409,1951.353
136495.000,0.828,1351.426
7145.000,0.039,1588.245
1003852.000,0.034,1672.932
964490.000,0.020,2358.975
791449.000,0.042,1737.874
521963.000,0.138,1591.831
925432.000,0.018,2126.539
759628.000,0.130,2617.611
763739.000,0.089,1603.664
909965.000,0.069,1211.552
526486.000,0.223,1678.347
69446.000,0.030,2613.433
786314.000,0.478,1030.856
314509.000,0.304,2197.735
1034729.000,0.111,1957.346
142122.000,0.655,1090.784
479246.000,0.091,1198.381
519908.000,0.008,1600.921
674097.000,0.006,1402.131
884043.000,0.255,1629.853
1012798.000,0.204,1676.163
675543.000,0.014,2613.462
11675.000,0.007,2034.251
638980.000,0.060,1855.760
219589.000,0.112,2615.150
698280.000,0.290,1673.805
702670.000,0.029,2342.563
1009678.000,0.000,2225.627
760186.000,0.238,2431.704
885609.000,0.576,2350.601
371286.000,0.004,1132.666
534292.000,0.065,1122.548
508512.000,0.192,1515.155
741257.000,0.001,2610.480
207776.000,0.749,2176.739
610997.000,0.015,1512.542
26190.000,0.291,1357.243
61332.000,0.008,2611.791
710030.000,0.000,2347.378
394751.000,0.075,1244.413
788653.000,0.019,2613.081
1037601.000,0.056,1901.235
106614.000,0.016,2383.520
435030.000,0.458,1504.606
293007.000,0.005,1586.350
1033008.000,0.006,1420.240
17399.000,0.577,1338.050
778491.000,0.037,2237.519
871574.000,0.012,2614.819
542741.000,0.751,1077.036
624927.000,0.024,2504.462
154956.000,0.890,1009.569
79118.000,0.101,2378.133
455522.000,0.068,1432.336
1002435.000,0.293,1983.166
640687.000,0.084,2262.710
108410.000,0.161,1298.752
670900.000,0.043,1621.858
951897.000,0.000,1496.130
774078.000,0.012,1954.426
874099.000,0.027,1295.740
