id,cnn_score,energy
408797.000,0.779,1343.017
722671.000,0.040,2611.440
408159.000,0.041,2615.345
319101.000,0.830,2365.841
880420.000,0.035,2025.757
126669.000,0.891,1704.344
279058.000,0.170,2343.576
375949.000,0.000,1614.830
716166.000,0.032,2583.764
478940.000,0.004,1911.555
178425.000,0.006,2417.388
744665.000,0.484,1967.349
467486.000,0.001,1117.762
364149.000,0.039,1491.635
497412.000,0.867,2279.710
152823.000,0.556,1989.673
299895.000,0.454,1181.914
941510.000,0.000,2614.376
255597.000,0.623,2202.628
214802.000,0.215,2281.080
953447.000,0.660,2303.486
222787.000,0.253,2309.646
441860.000,0.830,2055.935
512701.000,0.476,1252.200
872643.000,0.062,2385.871
72146.000,0.000,2614.484
955860.000,0.593,2079.186
842608.000,0.005,1907.509
144179.000,0.309,1816.321
697466.000,0.756,2099.410
594514.000,0.241,2007.512
356003.000,0.004,1426.381
312594.000,0.663,1263.383
961977.000,0.399,1183.083
344036.000,0.048,2616.286
453563.000,0.062,1045.396
636130.000,0.009,2613.255
838306.000,0.038,2197.236
356285.000,0.001,1329.259
870821.000,0.010,1178.644
461861.000,0.256,2615.624
87544.000,0.153,1851.115
353239.000,0.114,2210.210
228554.000,0.035,2615.736
561856.000,0.073,1816.522
765407.000,0.541,1197.127
360181.000,0.000,2287.414
908138.000,0.255,2096.234
759407.000,0.003,1079.614
459799.000,0.262,1110.507
706151.000,0.001,1958.779
523986.000,0.035,1908.629
133603.000,0.080,2612.733
70153.000,0.048,2090.820
589098.000,0.095,2330.083
130826.000,0.043,2242.864
749990.000,0.048,2141.800
238557.000,0.028,1890.574
127220.000,0.000,2160.258
894172.000,0.239,2092.542
534478.000,0.498,2172.429
667211.000,0.047,1057.389
782680.000,0.877,1542.895
558113.000,0.000,2615.675
286050.000,0.044,1689.886
705922.000,0.002,2246.459
842325.000,0.622,1165.375
55635.000,0.112,2615.540
715576.000,0.780,2176.908
969177.000,0.012,1160.417
569560.000,0.107,1540.954
450455.000,0.038,1024.790
230535.000,0.000,1619.611
746581.000,0.252,1815.136
138816.000,0.198,2145.893
550236.000,0.296,1909.507
500949.000,0.481,2048.849
671066.000,0.046,2615.038
966104.000,0.883,2155.255
61561.000,0.328,1888.951
83848.000,0.020,1637.963
316959.000,0.029,2614.630
699029.000,0.011,2606.928
55063.000,0.058,2616.656
503825.000,0.048,2100.395
179262.000,0.019,1512.021
457942.000,0.051,1340.298
118196.000,0.591,1025.913
965214.000,0.080,2615.024
170325.000,0.295,2287.053
777494.000,0.563,2121.894
981727.000,0.182,2043.356
667836.000,0.089,2305.753
91528.000,0.071,2328.823
173947.000,0.001,1094.143
623062.000,0.354,2163.576
580288.000,0.104,2434.537
729449.000,0.003,2287.332
898734.000,0.017,2613.877
1010495.000,0.391,1486.276
159075.000,0.398,2060.398
338328.000,0.586,1752.717
105435.000,0.074,1460.328
7319.000,0.000,2615.081
175480.000,0.050,2615.379
974953.000,0.718,1190.740
650976.000,0.072,2128.603
920749.000,0.488,2616.146
12945.000,0.011,2214.661
780273.000,0.106,2431.630
893800.000,0.020,2613.046
529300.000,0.371,1330.898
818229.000,0.001,1332.306
399565.000,0.014,2613.574
828029.000,0.182,2320.719
282087.000,0.090,1702.743
850244.000,0.060,2613.949
645518.000,0.091,1620.358
419053.000,0.467,2366.524
998587.000,0.020,2614.817
717110.000,0.495,2264.933
70137.000,0.003,1057.084
256478.000,0.400,1169.171
917322.000,0.573,2615.540
112292.000,0.015,2045.117
920007.000,0.074,2347.688
291054.000,0.006,2610.998
48324.000,0.065,2093.579
169885.000,0.073,1982.812
759979.000,0.042,2398.494
894306.000,0.000,1515.694
818807.000,0.000,1435.806
243146.000,0.023,2154.768
961420.000,0.003,1378.563
389107.000,0.354,1590.691
236530.000,0.036,2613.794
851212.000,0.003,2337.610
319744.000,0.045,1419.839
775869.000,0.365,2250.429
573213.000,0.191,1942.384
644706.000,0.014,2073.757
370637.000,0.545,1368.881
1002618.000,0.013,2343.649
165030.000,0.021,2070.307
171424.000,0.159,2368.486
156760.000,0.576,1851.849
126931.000,0.000,1079.294
188979.000,0.031,1885.561
687530.000,0.002,1051.988
945141.000,0.725,1061.528
32938.000,0.290,1762.990
410752.000,0.000,2083.595
226161.000,0.502,1975.345
226893.000,0.473,2053.557
584767.000,0.035,1008.899
992901.000,0.068,1070.469
981126.000,0.065,1157.812
309340.000,0.135,2077.025
613204.000,0.032,2613.462
930810.000,0.173,2238.334
113433.000,0.540,1523.740
930828.000,0.118,1922.426
752831.000,0.000,2613.048
947682.000,0.249,2247.790
848835.000,0.184,2110.757
723044.000,0.133,2615.179
771854.000,0.008,2179.071
975273.000,0.792,1603.705
697373.000,0.373,2311.888
501147.000,0.022,1881.985
438706.000,0.129,2078.656
610286.000,0.036,2613.924
589219.000,0.212,1667.062
355014.000,0.017,1191.661
400591.000,0.001,1401.523
1001624.000,0.090,2616.585
801397.000,0.097,1177.548
265967.000,0.008,1293.599
512934.000,0.011,1135.129
174804.000,0.050,2350.099
747853.000,0.061,1556.982
481269.000,0.023,2169.735
297060.000,0.435,1946.488
782144.000,0.602,2212.755
356160.000,0.733,1575.810
896297.000,0.129,1149.713
1009253.000,0.212,2068.422
125848.000,0.538,1845.158
951204.000,0.000,1854.910
770925.000,0.356,2359.412
82733.000,0.000,2612.963
995822.000,0.013,1522.810
349510.000,0.016,1009.376
386002.000,0.860,1841.734
139490.000,0.117,1395.773
512697.000,0.091,2097.311
404832.000,0.084,1865.478
195714.000,0.090,1002.123
52602.000,0.012,2550.002
240120.000,0.023,2611.496
802434.000,0.036,2614.478
842886.000,0.200,1914.360
256925.000,0.131,1831.358
236589.000,0.009,2105.725
578352.000,0.008,1940.728
74743.000,0.082,2409.940
911158.000,0.756,1274.586
182499.000,0.016,2612.439
469352.000,0.016,2136.291
349490.000,0.041,2613.344
232496.000,0.066,2614.901
388410.000,0.578,2344.961
563038.000,0.041,2394.747
977488.000,0.084,1982.444
743510.000,0.881,1090.963
584344.000,0.023,1082.736
979407.000,0.168,1098.892
497120.000,0.072,2103.441
403770.000,0.005,2153.706
99666.000,0.042,2613.867
958040.000,0.451,1307.584
574565.000,0.104,1359.123
72340.000,0.133,2614.270
790160.000,0.006,1390.155
361504.000,0.181,2340.102
810953.000,0.003,2614.449
718621.000,0.469,1019.244
274925.000,0.371,1080.328
879105.000,0.000,1606.006
917554.000,0.724,1173.238
13728.000,0.420,1249.717
926938.000,0.125,1162.474
116111.000,0.466,1592.413
108631.000,0.020,1630.765
396869.000,0.078,2243.964
488401.000,0.000,2612.539
267309.000,0.037,2082.214
954829.000,0.010,2068.834
1036015.000,0.056,2368.477
523027.000,0.001,2017.480
150121.000,0.096,1601.429
559371.000,0.042,2426.511
299163.000,0.131,1914.157
615522.000,0.108,1745.359
628078.000,0.810,1002.996
394122.000,0.711,2220.794
250212.000,0.403,2125.708
950528.000,0.093,1820.652
257762.000,0.895,1021.802
482171.000,0.238,1512.600
486893.000,0.056,2463.101
385853.000,0.374,1613.633
867210.000,0.021,2612.017
891549.000,0.160,2102.194
278619.000,0.006,2614.979
145740.000,0.025,2615.906
644121.000,0.059,1791.383
3403.000,0.063,2101.487
372137.000,0.001,2321.699
497400.000,0.283,2364.077
464337.000,0.062,1115.186
165487.000,0.058,1975.654
100286.000,0.026,2102.671
756537.000,0.044,2143.069
566361.000,0.228,1248.786
1025033.000,0.000,1064.297
293077.000,0.824,2363.086
189631.000,0.095,1370.905
490884.000,0.218,2388.797
611913.000,0.001,1462.431
929811.000,0.314,2262.934
1012530.000,0.268,1279.992
758820.000,0.215,1147.172
65584.000,0.515,2085.479
249951.000,0.035,1261.733
193039.000,0.000,1805.451
152699.000,0.306,1990.268
423521.000,0.069,2614.283
786144.000,0.130,1563.870
778858.000,0.137,1166.416
706820.000,0.825,1767.817
1032860.000,0.026,2076.244
580151.000,0.051,2353.399
792175.000,0.003,2613.603
804344.000,0.305,2102.271
660669.000,0.824,1031.548
