id,cnn_score,energy
2710513.000,0.063,2613.170
2615436.000,0.414,2105.207
2434941.000,0.036,1952.197
2494711.000,0.161,2168.774
2593199.000,0.592,2371.535
2464775.000,0.065,2216.788
2412588.000,0.015,1424.696
2628525.000,0.049,2612.561
2608170.000,0.015,2102.837
2547794.000,0.121,1926.348
2418530.000,0.007,2222.734
2657889.000,0.013,2104.887
2771247.000,0.081,1087.224
2777697.000,0.002,2386.656
2489238.000,0.004,2110.405
2601337.000,0.560,1276.119
2433001.000,0.089,2082.879
2488101.000,0.893,1179.686
2528307.000,0.093,2126.280
2758591.000,0.513,1207.776
2635401.000,0.341,1334.440
2619125.000,0.016,2614.729
2706050.000,0.004,1756.670
2551459.000,0.005,1547.868
2502325.000,0.001,2614.334
2400133.000,0.506,1659.619
2694459.000,0.470,2346.853
2474111.000,0.037,1880.213
2569713.000,0.025,1867.620
2455259.000,0.149,1608.089
2484157.000,0.104,1800.354
2525814.000,0.029,2123.220
2618677.000,0.019,2121.065
2584059.000,0.521,2220.150
2664815.000,0.357,1867.292
2706737.000,0.378,2265.927
2592357.000,0.039,2613.482
2483993.000,0.616,1624.059
2644698.000,0.054,2140.890
2641189.000,0.011,2099.108
2535962.000,0.000,2412.772
2611618.000,0.065,2196.744
2752827.000,0.046,2423.854
2733115.000,0.001,2482.433
